date,pred_stage,pred_discharge
2022-10-18,28.341774,186.57672
2022-10-19,28.31713,177.6101
2022-10-20,28.2873,167.5463
2022-10-21,28.272076,153.01979
2022-10-22,28.256443,169.23816
2022-10-23,28.28236,165.39479
2022-10-24,28.274525,167.12325
2022-10-25,28.263973,166.79425
2022-10-26,28.295088,171.56912
2022-10-27,28.260658,159.21819
2022-10-28,28.266943,171.6549
2022-10-29,28.287914,176.39441
2022-10-30,28.232353,165.93509
2022-10-31,28.271198,171.54288
2022-11-01,28.301403,171.38766
2022-11-02,28.274082,161.21976
2022-11-03,28.267927,169.88318
2022-11-04,28.265987,165.80344
2022-11-05,28.270535,168.38773
2022-11-06,28.271059,162.2411
2022-11-07,28.225943,158.3664
2022-11-08,28.237919,162.14482
2022-11-09,28.28476,168.45746
2022-11-10,28.240664,154.18855
2022-11-11,28.26194,156.40346
2022-11-12,28.261543,154.84985
2022-11-13,28.258738,156.22133
2022-11-14,28.217306,153.77507
2022-11-15,28.217348,154.8727
2022-11-16,28.259502,163.39015
2022-11-17,28.227678,156.1609
2022-11-18,28.233547,154.016
2022-11-19,28.236584,152.77423
2022-11-20,28.226437,155.2799
2022-11-21,28.248762,157.4234
2022-11-22,28.240265,164.98114
2022-11-23,28.251331,163.27373
2022-11-24,28.262085,165.68982
2022-11-25,28.250208,155.28214
2022-11-26,28.262472,154.8091
2022-11-27,28.23571,163.13152
2022-11-28,28.244043,152.27354
2022-11-29,28.217241,150.98138
2022-11-30,28.251358,152.16887
2022-12-01,28.18901,135.08961
2022-12-02,28.228064,149.0507
2022-12-03,28.210585,149.44475
2022-12-04,28.266415,153.6189
2022-12-05,28.194183,152.94289
2022-12-06,28.229107,149.67505
2022-12-07,28.18467,144.20206
2022-12-08,28.241926,153.85541
2022-12-09,28.236195,155.21503
2022-12-10,28.216528,150.6867
2022-12-11,28.20959,145.63326
2022-12-12,28.22126,149.18597
2022-12-13,28.20745,144.55272
2022-12-14,28.22755,138.83568
2022-12-15,28.226717,135.23286
2022-12-16,28.190277,138.4917
2022-12-17,28.194487,140.27101
2022-12-18,28.223911,143.07794
2022-12-19,28.210995,143.62772
2022-12-20,28.243958,147.43831
2022-12-21,28.250462,149.13962
